State,county_name,lat,lng,Percent_Republican,Percent_Democrat,Difference,Never,Rarely,Sometimes,Frequently,Always,Never_Rarely,Frequently_Always,Majority,White,Black,UnemploymentRate,Med_Household_Income,LessHS,HSGrad,Bachelors,GradProfDegree
Mississippi,Washington County,33.2838,-90.9475,0.29,0.69,-0.4,0.138,0.084,0.164,0.114,0.5,0.22200000000000003,0.614,Democrat,0.26,0.72,0.0704,29705,0.21,0.32,0.11,0.07
South Carolina,Beaufort County,32.3855,-80.7302,0.54,0.44,0.1,0.038,0.027,0.055,0.147,0.733,0.065,0.88,Republican,0.75,0.18,0.0264,68377,0.07,0.22,0.24,0.17
Virginia,Dickenson County,37.1258,-82.3504,0.79,0.21,0.58,0.031,0.129,0.129,0.182,0.528,0.16,0.71,Republican,0.98,0.01,0.0182,29932,0.23,0.39,0.07,0.03
Washington,Asotin County,46.1918,-117.203,0.61,0.36,0.26,0.014,0.029,0.115,0.32,0.522,0.043000000000000003,0.8420000000000001,Republican,0.92,0.01,0.0376,53715,0.09,0.28,0.14,0.07
Pennsylvania,Venango County,41.401,-79.758,0.7,0.29,0.41,0.004,0.015,0.115,0.152,0.714,0.019,0.866,Republican,0.97,0.01,0.0382,49945,0.1,0.48,0.13,0.06
Utah,Duchesne County,40.2982,-110.4252,0.88,0.1,0.78,0.051,0.259,0.033,0.469,0.188,0.31,0.657,Republican,0.9,0,0.0407,63224,0.11,0.37,0.11,0.04
Colorado,Montezuma County,37.3386,-108.5966,0.6,0.38,0.22,0.057,0.019,0.081,0.257,0.586,0.076,0.843,Republican,0.81,0,0.0288,49470,0.1,0.29,0.19,0.11
Alabama,Jackson County,34.7795,-85.9994,0.83,0.16,0.67,0.092,0.089,0.11,0.249,0.46,0.181,0.7090000000000001,Republican,0.92,0.03,0.0261,41769,0.17,0.41,0.1,0.04
Arkansas,Ouachita County,33.5934,-92.8819,0.55,0.41,0.13,0.151,0.097,0.06,0.242,0.449,0.248,0.6910000000000001,Republican,0.57,0.42,0.0423,35425,0.14,0.42,0.09,0.06
Mississippi,Carroll County,33.4485,-89.9202,0.69,0.3,0.38,0.08,0.144,0.119,0.12,0.537,0.22399999999999998,0.657,Republican,0.65,0.35,0.0319,46052,0.2,0.35,0.09,0.04
Colorado,Pitkin County,39.2171,-106.9166,0.23,0.75,-0.52,0.019,0.014,0.016,0.318,0.633,0.033,0.9510000000000001,Democrat,0.91,0.01,0.0241,78935,0.03,0.17,0.45,0.15
Georgia,Glascock County,33.2293,-82.6107,0.9,0.1,0.8,0.156,0.066,0.107,0.13,0.541,0.222,0.671,Republican,0.89,0.1,0.0103,45000,0.22,0.41,0.11,0.01
Mississippi,George County,30.8626,-88.644,0.88,0.11,0.77,0.037,0.102,0.088,0.346,0.428,0.13899999999999998,0.774,Republican,0.89,0.08,0.0689,47292,0.16,0.37,0.09,0.05
North Carolina,Chatham County,35.7026,-79.2553,0.44,0.55,-0.12,0.007,0.025,0.063,0.139,0.766,0.032,0.905,Democrat,0.81,0.11,0.0246,67031,0.11,0.21,0.22,0.2
Iowa,Woodbury County,42.3897,-96.0448,0.57,0.41,0.16,0.113,0.165,0.137,0.16,0.425,0.278,0.585,Republican,0.86,0.04,0.0298,59224,0.13,0.32,0.16,0.07
Arizona,Navajo County,35.3997,-110.3214,0.53,0.45,0.08,0.091,0.108,0.059,0.139,0.602,0.199,0.741,Republican,0.47,0.01,0.0585,40067,0.17,0.3,0.09,0.06
Texas,Falls County,31.2533,-96.9359,0.68,0.31,0.37,0.009,0.029,0.061,0.187,0.715,0.038,0.9019999999999999,Republican,0.72,0.25,0.0221,39497,0.23,0.38,0.1,0.03
Florida,Seminole County,28.717,-81.2363,0.48,0.51,-0.03,0.037,0.039,0.066,0.141,0.717,0.076,0.858,Democrat,0.76,0.12,0.0324,66768,0.06,0.21,0.26,0.13
Kentucky,Powell County,37.8311,-83.8237,0.73,0.25,0.49,0.112,0.099,0.102,0.232,0.455,0.21100000000000002,0.687,Republican,0.97,0,0.0337,37469,0.2,0.4,0.1,0.06
Oregon,Deschutes County,43.9151,-121.2281,0.44,0.53,-0.08,0.01,0.061,0.014,0.25,0.666,0.071,0.916,Democrat,0.93,0.01,0.0341,67043,0.06,0.22,0.22,0.13
Texas,Galveston County,29.3931,-94.9629,0.61,0.38,0.23,0.033,0.037,0.105,0.207,0.617,0.07,0.824,Republican,0.79,0.13,0.0399,73330,0.11,0.25,0.2,0.11
Colorado,Gunnison County,38.6668,-107.0316,0.33,0.64,-0.3,0.057,0.039,0.043,0.281,0.581,0.096,0.862,Democrat,0.96,0.01,0.0369,56577,0.03,0.16,0.38,0.18
Nebraska,Burt County,41.8515,-96.3286,0.69,0.28,0.41,0.066,0.063,0.09,0.321,0.46,0.129,0.781,Republican,0.95,0,0.0231,54203,0.09,0.36,0.16,0.05
Missouri,Putnam County,40.4789,-93.0162,0.84,0.15,0.69,0.107,0.111,0.209,0.191,0.382,0.218,0.573,Republican,0.96,0,0.0139,42849,0.1,0.43,0.12,0.08
Nebraska,Johnson County,40.3926,-96.2651,0.68,0.29,0.39,0.061,0.175,0.247,0.207,0.31,0.236,0.517,Republican,0.86,0.06,0.0079,54712,0.14,0.43,0.12,0.05
Texas,Red River County,33.6207,-95.0503,0.78,0.21,0.56,0.059,0.136,0.098,0.254,0.452,0.195,0.706,Republican,0.79,0.17,0.0346,39142,0.15,0.4,0.1,0.03
Georgia,Clinch County,30.915,-82.7063,0.74,0.26,0.48,0.06,0.058,0.134,0.168,0.58,0.118,0.748,Republican,0.66,0.28,0.0278,27658,0.31,0.34,0.06,0.04
Missouri,Clinton County,39.6018,-94.4046,0.72,0.27,0.45,0.066,0.103,0.106,0.209,0.517,0.16899999999999998,0.726,Republican,0.96,0.02,0.0262,62701,0.08,0.4,0.15,0.07
North Carolina,Davie County,35.9291,-80.5445,0.72,0.27,0.45,0.074,0.067,0.037,0.14,0.681,0.14100000000000001,0.8210000000000001,Republican,0.89,0.05,0.0228,60434,0.12,0.32,0.15,0.09
Nevada,Nye County,38.0423,-116.4719,0.69,0.29,0.4,0.061,0.038,0.052,0.183,0.666,0.099,0.849,Republican,0.83,0.02,0.0407,47300,0.14,0.39,0.07,0.03
Tennessee,Lawrence County,35.2173,-87.3956,0.82,0.17,0.65,0.074,0.129,0.156,0.192,0.45,0.203,0.642,Republican,0.95,0.02,0.0437,43614,0.17,0.44,0.09,0.06
Indiana,Wabash County,40.8457,-85.794,0.74,0.24,0.5,0.07,0.11,0.237,0.202,0.381,0.18,0.583,Republican,0.96,0.01,0.0274,54259,0.11,0.43,0.11,0.08
Connecticut,Hartford County,41.8064,-72.7329,0.35,0.63,-0.28,0.015,0.023,0.065,0.13,0.767,0.038,0.897,Democrat,0.71,0.14,0.0384,75148,0.1,0.27,0.21,0.17
Kansas,Johnson County,38.8838,-94.8223,0.45,0.53,-0.08,0.029,0.019,0.075,0.224,0.654,0.048,0.878,Democrat,0.86,0.05,0.0205,89087,0.04,0.14,0.35,0.21
Texas,Polk County,30.7927,-94.83,0.77,0.22,0.55,0.016,0.099,0.052,0.144,0.689,0.115,0.833,Republican,0.84,0.1,0.0376,49279,0.18,0.39,0.09,0.04
Indiana,Ohio County,38.9501,-84.9651,0.76,0.24,0.52,0.06,0.078,0.18,0.223,0.459,0.138,0.682,Republican,0.97,0,0.0103,60128,0.12,0.43,0.09,0.06
South Dakota,Hughes County,44.389,-99.996,0.63,0.34,0.29,0.091,0.027,0.109,0.251,0.523,0.118,0.774,Republican,0.84,0,0.0206,64783,0.08,0.27,0.24,0.1
Georgia,Appling County,31.7492,-82.2889,0.78,0.21,0.57,0.085,0.117,0.23,0.152,0.416,0.202,0.568,Republican,0.75,0.19,0.0212,40304,0.25,0.39,0.06,0.04
Colorado,Routt County,40.4851,-106.9913,0.35,0.63,-0.28,0.008,0.036,0.092,0.375,0.489,0.044,0.864,Democrat,0.96,0.01,0.022,77443,0.03,0.2,0.31,0.19
West Virginia,Preston County,39.4693,-79.6682,0.77,0.22,0.55,0.057,0.028,0.087,0.247,0.58,0.085,0.827,Republican,0.92,0.05,0.0429,51888,0.13,0.47,0.1,0.07
Kentucky,Clark County,37.9708,-84.1474,0.65,0.33,0.32,0.083,0.093,0.11,0.233,0.48,0.176,0.713,Republican,0.93,0.05,0.0335,54953,0.14,0.34,0.13,0.07
Virginia,New Kent County,37.5052,-76.9973,0.67,0.32,0.35,0.008,0.035,0.079,0.17,0.708,0.043000000000000003,0.878,Republican,0.81,0.12,0.0225,87904,0.07,0.34,0.16,0.11
Kentucky,Simpson County,36.742,-86.5822,0.67,0.31,0.37,0.137,0.066,0.162,0.208,0.426,0.203,0.634,Republican,0.86,0.1,0.0275,48623,0.13,0.45,0.09,0.05
Michigan,Montcalm County,43.311,-85.1525,0.68,0.3,0.38,0.028,0.137,0.167,0.21,0.458,0.165,0.668,Republican,0.95,0.02,0.0213,49448,0.11,0.4,0.09,0.04
Georgia,Habersham County,34.631,-83.5311,0.81,0.17,0.64,0.063,0.1,0.116,0.292,0.43,0.163,0.722,Republican,0.86,0.03,0.0166,50563,0.2,0.35,0.11,0.09
Illinois,Shelby County,39.3911,-88.8055,0.78,0.21,0.57,0.07,0.047,0.168,0.245,0.469,0.117,0.714,Republican,0.98,0.01,0.0273,52953,0.08,0.44,0.12,0.05
Missouri,Adair County,40.1906,-92.6007,0.62,0.36,0.26,0.067,0.098,0.187,0.253,0.395,0.165,0.648,Republican,0.92,0.03,0.0301,41929,0.1,0.34,0.15,0.17
South Dakota,Jackson County,43.6943,-101.6281,0.66,0.32,0.34,0.129,0.052,0.136,0.281,0.401,0.181,0.682,Republican,0.39,0,0.0479,33295,0.18,0.34,0.15,0.03
California,Del Norte County,41.7431,-123.8972,0.56,0.41,0.16,0.01,0.135,0.112,0.196,0.547,0.14500000000000002,0.7430000000000001,Republican,0.75,0.03,0.0339,45283,0.2,0.31,0.09,0.06
Oklahoma,Lincoln County,35.703,-96.8809,0.81,0.18,0.63,0.135,0.103,0.204,0.222,0.337,0.238,0.559,Republican,0.85,0.02,0.0255,50671,0.13,0.41,0.11,0.04
Texas,Bailey County,34.068600000000004,-102.8299,0.77,0.22,0.55,0.018,0.106,0.06,0.217,0.598,0.124,0.815,Republican,0.84,0.01,0.0157,52273,0.23,0.35,0.13,0.04
California,Tehama County,40.1256,-122.2341,0.67,0.31,0.36,0.057,0.062,0.141,0.195,0.545,0.119,0.74,Republican,0.86,0.01,0.0459,44514,0.15,0.3,0.11,0.05
Tennessee,Lincoln County,35.1405,-86.589,0.79,0.19,0.6,0.126,0.187,0.106,0.214,0.367,0.313,0.581,Republican,0.9,0.07,0.0231,49485,0.17,0.41,0.12,0.06
West Virginia,Fayette County,38.0288,-81.0812,0.69,0.3,0.39,0.14,0.088,0.226,0.137,0.409,0.228,0.546,Republican,0.93,0.05,0.0357,41394,0.17,0.44,0.1,0.04
New Mexico,Cibola County,34.9125,-107.9997,0.45,0.53,-0.09,0.003,0.059,0.014,0.085,0.839,0.062,0.9239999999999999,Democrat,0.48,0.01,0.0684,39413,0.17,0.32,0.09,0.05
Kansas,Cherokee County,37.1693,-94.8463,0.74,0.24,0.5,0.131,0.121,0.164,0.174,0.41,0.252,0.584,Republican,0.9,0.01,0.0243,43175,0.1,0.33,0.12,0.07
Tennessee,Anderson County,36.1185,-84.1985,0.65,0.33,0.32,0.088,0.105,0.112,0.215,0.48,0.193,0.695,Republican,0.91,0.04,0.0341,50392,0.13,0.33,0.13,0.11
Ohio,Ross County,39.3376,-83.057,0.67,0.32,0.35,0.181,0.103,0.101,0.168,0.447,0.284,0.615,Republican,0.9,0.05,0.0325,51092,0.12,0.43,0.1,0.06
Arkansas,Newton County,35.92,-93.2179,0.8,0.18,0.62,0.107,0.14,0.084,0.261,0.408,0.247,0.669,Republican,0.94,0,0.0163,38082,0.14,0.35,0.14,0.06
Missouri,Platte County,39.3803,-94.7738,0.5,0.47,0.03,0.044,0.04,0.088,0.189,0.638,0.08399999999999999,0.827,Republican,0.85,0.07,0.0266,80393,0.04,0.22,0.26,0.17
Idaho,Teton County,43.7594,-111.2076,0.45,0.52,-0.07,0.099,0.189,0.19,0.25,0.272,0.28800000000000003,0.522,Democrat,0.89,0,0.0393,74216,0.06,0.17,0.3,0.11
Ohio,Coshocton County,40.3017,-81.92,0.74,0.25,0.49,0.077,0.194,0.294,0.178,0.258,0.271,0.436,Republican,0.97,0.01,0.0321,46606,0.15,0.47,0.09,0.04
Iowa,Dubuque County,42.4688,-90.8825,0.5,0.48,0.03,0.037,0.155,0.189,0.189,0.43,0.192,0.619,Republican,0.93,0.04,0.0263,63031,0.07,0.33,0.2,0.11
Indiana,Jackson County,38.9064,-86.0375,0.76,0.22,0.53,0.097,0.098,0.105,0.388,0.312,0.195,0.7,Republican,0.91,0.01,0.0273,51250,0.13,0.42,0.11,0.06
Tennessee,Franklin County,35.155,-86.0922,0.73,0.25,0.48,0.166,0.092,0.13,0.201,0.411,0.258,0.612,Republican,0.9,0.05,0.0214,51585,0.12,0.4,0.12,0.09
Colorado,El Paso County,38.8321,-104.5255,0.54,0.43,0.11,0.031,0.089,0.081,0.196,0.603,0.12,0.7989999999999999,Republican,0.8,0.06,0.0364,68779,0.06,0.2,0.24,0.15
Mississippi,Amite County,31.1744,-90.8044,0.62,0.36,0.26,0.11,0.092,0.122,0.204,0.473,0.202,0.6769999999999999,Republican,0.57,0.42,0.0402,33981,0.18,0.39,0.08,0.05
Nevada,Eureka County,39.9839,-116.2686,0.88,0.1,0.78,0.002,0.054,0.17,0.386,0.387,0.056,0.773,Republican,0.94,0,0,67105,0.05,0.47,0.07,0.02
Illinois,Bond County,38.8868,-89.4356,0.69,0.28,0.41,0.07,0.055,0.108,0.218,0.549,0.125,0.767,Republican,0.91,0.08,0.017,57289,0.11,0.33,0.14,0.09
Indiana,Jasper County,41.023,-87.1161,0.74,0.25,0.49,0.186,0.1,0.065,0.328,0.321,0.28600000000000003,0.649,Republican,0.94,0.01,0.0238,63892,0.12,0.43,0.1,0.04
Missouri,Dade County,37.4321,-93.8503,0.83,0.16,0.67,0.312,0.044,0.138,0.136,0.369,0.356,0.505,Republican,0.95,0,0.0532,40399,0.13,0.45,0.1,0.03
Mississippi,Lee County,34.2899,-88.6804,0.65,0.33,0.32,0.094,0.092,0.13,0.18,0.505,0.186,0.685,Republican,0.67,0.29,0.036,50559,0.16,0.26,0.16,0.09
California,Kern County,35.3429,-118.7299,0.54,0.44,0.1,0.022,0.028,0.105,0.177,0.668,0.05,0.845,Republican,0.74,0.05,0.0571,53350,0.26,0.28,0.11,0.05
Iowa,Sac County,42.3862,-95.1054,0.73,0.25,0.48,0.18,0.071,0.286,0.159,0.303,0.251,0.46199999999999997,Republican,0.97,0.01,0.0168,58232,0.07,0.37,0.14,0.06
Oregon,Josephine County,42.3655,-123.5555,0.61,0.36,0.26,0.028,0.056,0.072,0.192,0.652,0.084,0.8440000000000001,Republican,0.92,0.01,0.0422,45616,0.1,0.31,0.11,0.06
South Carolina,Marion County,34.0801,-79.3625,0.39,0.6,-0.21,0.28,0.036,0.182,0.127,0.376,0.316,0.503,Democrat,0.4,0.57,0.0422,32063,0.21,0.42,0.09,0.05
Georgia,Chattooga County,34.475,-85.3453,0.8,0.18,0.62,0.116,0.102,0.187,0.143,0.451,0.218,0.594,Republican,0.86,0.1,0.0274,36807,0.26,0.4,0.05,0.04
Wisconsin,Waupaca County,44.4705,-88.9648,0.65,0.33,0.32,0.076,0.069,0.206,0.143,0.506,0.14500000000000002,0.649,Republican,0.96,0.01,0.0168,58693,0.08,0.41,0.14,0.06
Virginia,Hopewell city,37.2915,-77.2985,0.42,0.57,-0.15,0.038,0.038,0.149,0.187,0.588,0.076,0.7749999999999999,Democrat,0.51,0.44,0.0406,39030,0.19,0.37,0.11,0.04
Oregon,Umatilla County,45.5919,-118.7368,0.64,0.32,0.32,0.043,0.01,0.081,0.155,0.71,0.053,0.865,Republican,0.86,0.01,0.0422,54699,0.18,0.28,0.11,0.06
Arkansas,Lincoln County,33.9575,-91.7333,0.7,0.27,0.44,0.035,0.016,0.194,0.201,0.554,0.051000000000000004,0.7550000000000001,Republican,0.66,0.31,0.0066,46596,0.19,0.47,0.07,0.03
Louisiana,Caldwell Parish,32.0923,-92.1166,0.83,0.16,0.68,0.102,0.061,0.098,0.241,0.498,0.16299999999999998,0.739,Republican,0.82,0.16,0.035,37691,0.23,0.43,0.11,0.03
Oklahoma,Nowata County,36.7985,-95.6174,0.82,0.16,0.66,0.148,0.121,0.164,0.181,0.386,0.269,0.567,Republican,0.68,0.02,0.0431,43145,0.11,0.44,0.08,0.03
Indiana,Elkhart County,41.5974,-85.8587,0.63,0.35,0.28,0.03,0.097,0.094,0.252,0.528,0.127,0.78,Republican,0.87,0.05,0.0297,57021,0.19,0.35,0.13,0.07
North Carolina,Lee County,35.4752,-79.1715,0.57,0.42,0.15,0.066,0.102,0.081,0.115,0.636,0.16799999999999998,0.751,Republican,0.74,0.2,0.0425,49994,0.17,0.27,0.14,0.07
Illinois,Hamilton County,38.0815,-88.5391,0.79,0.19,0.6,0.138,0.179,0.1,0.21,0.373,0.317,0.583,Republican,0.99,0,0.0167,54046,0.13,0.35,0.09,0.08
Michigan,Cass County,41.9154,-85.9935,0.64,0.35,0.29,0.046,0.076,0.123,0.274,0.48,0.122,0.754,Republican,0.89,0.05,0.0384,55107,0.12,0.33,0.13,0.07
West Virginia,Ritchie County,39.1783,-81.063,0.85,0.14,0.72,0.141,0.059,0.183,0.262,0.356,0.19999999999999998,0.618,Republican,0.97,0,0.0258,43577,0.15,0.51,0.07,0.04
Virginia,Mathews County,37.4354,-76.3436,0.67,0.31,0.36,0.001,0.001,0.049,0.19,0.76,0.002,0.95,Republican,0.88,0.09,0.021,64237,0.09,0.31,0.2,0.08
Georgia,Catoosa County,34.9036,-85.1382,0.77,0.21,0.56,0.143,0.152,0.114,0.217,0.375,0.295,0.592,Republican,0.92,0.02,0.0255,56235,0.13,0.33,0.15,0.07
Virginia,Lee County,36.7054,-83.1286,0.84,0.15,0.69,0.107,0.135,0.072,0.104,0.582,0.242,0.6859999999999999,Republican,0.94,0.04,0.0389,32888,0.23,0.34,0.08,0.03
Michigan,Iron County,46.2087,-88.5305,0.62,0.37,0.25,0.046,0.068,0.126,0.227,0.533,0.114,0.76,Republican,0.96,0.01,0.0264,41599,0.09,0.42,0.12,0.07
Texas,Hale County,34.0705,-101.8269,0.75,0.24,0.51,0.066,0.058,0.028,0.239,0.609,0.124,0.848,Republican,0.86,0.05,0.028,48384,0.23,0.35,0.12,0.06
Utah,Wasatch County,40.3308,-111.1682,0.61,0.35,0.26,0.039,0.063,0.056,0.254,0.588,0.10200000000000001,0.842,Republican,0.94,0,0.012,85166,0.05,0.22,0.27,0.13
Texas,Jack County,33.2335,-98.1725,0.9,0.09,0.82,0.009,0.018,0.012,0.37,0.592,0.026999999999999996,0.962,Republican,0.93,0.05,0.0181,52045,0.18,0.4,0.09,0.05
Virginia,Carroll County,36.7316,-80.7339,0.81,0.18,0.63,0.064,0.073,0.084,0.285,0.496,0.137,0.7809999999999999,Republican,0.97,0.01,0.0148,44835,0.19,0.36,0.11,0.04
South Carolina,Colleton County,32.8636,-80.6669,0.54,0.45,0.1,0.088,0.077,0.094,0.1,0.641,0.16499999999999998,0.741,Republican,0.57,0.38,0.0467,36324,0.13,0.45,0.1,0.05
Oklahoma,Wagoner County,35.9611,-95.5212,0.74,0.24,0.5,0.032,0.112,0.175,0.306,0.375,0.14400000000000002,0.681,Republican,0.75,0.04,0.0376,62795,0.09,0.33,0.17,0.07
Oklahoma,Grady County,35.0169,-97.8841,0.8,0.18,0.62,0.047,0.098,0.185,0.249,0.422,0.14500000000000002,0.671,Republican,0.86,0.02,0.0206,60875,0.1,0.4,0.15,0.05
Wyoming,Natrona County,42.9621,-106.7985,0.72,0.24,0.48,0.1,0.084,0.094,0.325,0.398,0.184,0.7230000000000001,Republican,0.94,0.01,0.0294,62772,0.08,0.3,0.15,0.08
Minnesota,Lake County,47.6409,-91.4457,0.47,0.51,-0.04,0.087,0.033,0.075,0.341,0.464,0.12,0.805,Democrat,0.97,0.01,0.019,61452,0.05,0.31,0.2,0.09
Virginia,Pulaski County,37.0636,-80.7144,0.7,0.28,0.41,0.083,0.055,0.166,0.173,0.523,0.138,0.696,Republican,0.92,0.04,0.0333,53866,0.13,0.33,0.12,0.08
Idaho,Benewah County,47.2176,-116.6587,0.78,0.2,0.58,0.038,0.059,0.15,0.152,0.601,0.097,0.753,Republican,0.87,0,0.0415,47556,0.12,0.38,0.11,0.05
Virginia,Martinsville city,36.6827,-79.8636,0.36,0.63,-0.27,0.063,0.076,0.134,0.163,0.564,0.139,0.727,Democrat,0.48,0.45,0.033,34371,0.17,0.29,0.14,0.07
West Virginia,Cabell County,38.4203,-82.2417,0.58,0.4,0.18,0.092,0.09,0.154,0.186,0.476,0.182,0.6619999999999999,Republican,0.91,0.05,0.0283,40028,0.12,0.33,0.15,0.11
West Virginia,Hancock County,40.5219,-80.5739,0.71,0.27,0.44,0.072,0.128,0.151,0.19,0.459,0.2,0.649,Republican,0.95,0.02,0.0439,45763,0.1,0.42,0.11,0.06
Georgia,Oglethorpe County,33.8807,-83.0807,0.69,0.3,0.39,0.056,0.082,0.054,0.181,0.627,0.138,0.808,Republican,0.8,0.18,0.0301,47120,0.2,0.39,0.09,0.08
